"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.06,"5 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",8.67,"5 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",22.5,"5 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",16.04,"5 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",11.07,"5 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",3.71,"5 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",2.5,"5 years & above"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",100,"5-9 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",42.56,"5-9 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",57.44,"5-9 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.34,"5-9 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",57.1,"5-9 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.98,"5-9 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",10.6,"5-9 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",18.34,"5-9 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",13.08,"5-9 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",9.03,"5-9 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",3.03,"5-9 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",2.04,"5-9 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",18.46,"10-14 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",13.96,"10-14 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.5,"10-14 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"10-14 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.46,"10-14 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.93,"10-14 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",3.53,"10-14 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",14.79,"15-19 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",3.34,"15-19 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",11.45,"15-19 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"15-19 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",11.43,"15-19 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"15-19 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",4.38,"15-19 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",6.11,"15-19 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.94,"15-19 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",13.09,"20-24 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.7,"20-24 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",10.39,"20-24 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"20-24 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",10.37,"20-24 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.64,"20-24 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",2.97,"20-24 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",4.2,"20-24 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",2.11,"20-24 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.44,"20-24 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",9.28,"25-29 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.37,"25-29 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",6.91,"25-29 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",6.89,"25-29 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.45,"25-29 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.83,"25-29 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.75,"25-29 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.47,"25-29 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.96,"25-29 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.44,"25-29 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",7.48,"30-34 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.42,"30-34 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",5.05,"30-34 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"30-34 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",5.02,"30-34 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"30-34 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.39,"30-34 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.56,"30-34 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.4,"30-34 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.92,"30-34 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.34,"30-34 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.39,"30-34 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",6.11,"35-39 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.99,"35-39 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.12,"35-39 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"35-39 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.09,"35-39 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.23,"35-39 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.18,"35-39 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.15,"35-39 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.9,"35-39 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.35,"35-39 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.29,"35-39 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.49,"40-44 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.01,"40-44 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",3.47,"40-44 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"40-44 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",3.46,"40-44 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.23,"40-44 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.03,"40-44 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.89,"40-44 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.83,"40-44 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.26,"40-44 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.22,"40-44 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",4.84,"45-49 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.17,"45-49 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",2.67,"45-49 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"45-49 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",2.65,"45-49 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"45-49 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"45-49 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.76,"45-49 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.64,"45-49 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.72,"45-49 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.2,"45-49 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.18,"45-49 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.15,"50-54 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.45,"50-54 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",2.7,"50-54 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"50-54 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",2.67,"50-54 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.2,"50-54 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.8,"50-54 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.64,"50-54 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.65,"50-54 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.2,"50-54 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.18,"50-54 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",3.87,"55-59 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.03,"55-59 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",1.84,"55-59 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"55-59 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",1.81,"55-59 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.1,"55-59 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.6,"55-59 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.49,"55-59 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.43,"55-59 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.08,"55-59 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.12,"55-59 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",3.13,"60-64 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.7,"60-64 years"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",1.42,"60-64 years"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"60-64 years"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",1.4,"60-64 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.08,"60-64 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.5,"60-64 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.31,"60-64 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.35,"60-64 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.1,"60-64 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.07,"60-64 years"
"Punjab","Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",2.77,"65 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.59,"65 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",1.18,"65 years & above"
"Punjab","Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"65 years & above"
"Punjab","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",1.15,"65 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.08,"65 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.37,"65 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.28,"65 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.28,"65 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.06,"65 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.07,"65 years & above"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",5.56,"All ages"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",3.83,"5 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Percentage of Literate Population (5 years & above)",1.73,"5 years & above"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"All ages"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",1.68,"5 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.14,"5 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.66,"5 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.37,"5 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.36,"5 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.06,"5 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.09,"5 years & above"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"5 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",64.99,"5 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Percentage of Literate Population (5 years & above)",35.01,"5 years & above"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.34,"5 years & above"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",34.67,"5 years & above"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.76,"5 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",6.12,"5 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",13.14,"5 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",6.08,"5 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",4.96,"5 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",1.96,"5 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",1.65,"5 years & above"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"5-9 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",55.89,"5-9 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",44.11,"5-9 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.43,"5-9 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",43.68,"5-9 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"5-9 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",5.01,"5-9 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",18.26,"5-9 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",8.45,"5-9 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",6.9,"5-9 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",2.72,"5-9 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",2.3,"5-9 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"10-14 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",59.42,"10-14 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",40.58,"10-14 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.39,"10-14 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",40.19,"10-14 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.88,"10-14 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",7.1,"10-14 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",15.23,"10-14 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",7.05,"10-14 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",5.75,"10-14 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",2.27,"10-14 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",1.92,"10-14 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",16.61,"15-19 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",12.82,"15-19 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",3.8,"15-19 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"15-19 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",3.76,"15-19 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.84,"15-19 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",2.92,"15-19 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",13.98,"20-24 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.28,"20-24 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",9.71,"20-24 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",9.7,"20-24 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",3.25,"20-24 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",5.64,"20-24 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.8,"20-24 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",12.66,"25-29 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.44,"25-29 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",8.22,"25-29 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"25-29 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",8.18,"25-29 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.3,"25-29 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",2.77,"25-29 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",2.63,"25-29 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",1.91,"25-29 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.56,"25-29 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",11.37,"30-34 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",5.14,"30-34 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",6.23,"30-34 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"30-34 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",6.19,"30-34 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.13,"30-34 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",1.77,"30-34 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",1.22,"30-34 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",1.48,"30-34 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.88,"30-34 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.7,"30-34 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",9.17,"35-39 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.91,"35-39 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",4.25,"35-39 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"35-39 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",4.21,"35-39 years"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"35-39 years"
